general_ancestor_concept_name,general_ancestor_concept_id,descendant_concept_id,concept_name,concept_id,concept_synonym_name
Disorder of cardiovascular system,134057,316428,Hypertrophic obstructive cardiomyopathy,316428,Obstructive cardiomyopathy
Disorder of cardiovascular system,134057,316428,Hypertrophic obstructive cardiomyopathy,316428,Hypertrophic obstructive cardiomyopathy (disorder)
Disorder of cardiovascular system,134057,321462,Cardiac complication,321462,Cardiac complication (disorder)
Disorder of cardiovascular system,134057,321462,Cardiac complication,321462,Cardiac complications of care
Disorder of cardiovascular system,134057,314171,Low blood pressure reading,314171,Low blood pressure reading (disorder)
Disorder of cardiovascular system,134057,372721,Congenital anomaly of cerebrovascular system,372721,Congenital anomaly of cerebral vessels
Disorder of cardiovascular system,134057,372721,Congenital anomaly of cerebrovascular system,372721,Congenital anomaly of cerebrovascular system (disorder)
Disorder of cardiovascular system,134057,4283084,Subacute endocarditis,4283084,Subacute endocarditis (disorder)
Disorder of cardiovascular system,134057,4108805,Acute and subacute endocarditis,4108805,Acute and subacute endocarditis (disorder)
Disorder of cardiovascular system,134057,4246484,Congenital hypoplasia of heart,4246484,Congenital small heart
Disorder of cardiovascular system,134057,4246484,Congenital hypoplasia of heart,4246484,Congenital hypoplasia of heart (disorder)
Disorder of cardiovascular system,134057,4246484,Congenital hypoplasia of heart,4246484,Congenital microcardia
Disorder of cardiovascular system,134057,316795,Congenital anomaly of peripheral blood vessel,316795,Congenital anomaly of peripheral blood vessel (disorder)
Disorder of cardiovascular system,134057,316795,Congenital anomaly of peripheral blood vessel,316795,Peripheral vascular congenital anomaly
Disorder of cardiovascular system,134057,137940,Transient hypertension of pregnancy - delivered,137940,Transient hypertension of pregnancy - delivered (disorder)
Disorder of cardiovascular system,134057,440207,Hypoplastic left heart syndrome,440207,HLHS - Hypoplastic left heart syndrome
Disorder of cardiovascular system,134057,440207,Hypoplastic left heart syndrome,440207,HLH - Hypoplastic left heart syndrome
Disorder of cardiovascular system,134057,440207,Hypoplastic left heart syndrome,440207,Hypoplastic left heart syndrome (disorder)
Disorder of cardiovascular system,134057,4173170,Neonatal dysrhythmia,4173170,Cardiac dysrhythmia of the newborn
Disorder of cardiovascular system,134057,4173170,Neonatal dysrhythmia,4173170,Neonatal dysrhythmia (disorder)
Disorder of cardiovascular system,134057,4173170,Neonatal dysrhythmia,4173170,Neonatal arrhythmia
Disorder of cardiovascular system,134057,312927,Acute cor pulmonale,312927,Acute cor pulmonale (disorder)
Disorder of cardiovascular system,134057,4131908,Peripheral angiopathy due to diabetes mellitus,4131908,Diabetes with peripheral circulatory disorder
Disorder of cardiovascular system,134057,4131908,Peripheral angiopathy due to diabetes mellitus,4131908,Diabetic peripheral angiopathy
Disorder of cardiovascular system,134057,4131908,Peripheral angiopathy due to diabetes mellitus,4131908,Peripheral angiopathy due to diabetes mellitus (disorder)
Disorder of cardiovascular system,134057,4131908,Peripheral angiopathy due to diabetes mellitus,4131908,Diabetic peripheral vascular disease
Disorder of cardiovascular system,134057,444055,Thrombophlebitis of superficial veins of lower extremity,444055,Thrombophlebitis of superficial veins of lower extremity (disorder)
Disorder of cardiovascular system,134057,444055,Thrombophlebitis of superficial veins of lower extremity,444055,Thrombophlebitis of superficial veins of leg
Disorder of cardiovascular system,134057,4041707,Gastric ulcer with hemorrhage but without obstruction,4041707,Gastric ulcer with hemorrhage but without obstruction (disorder)
Disorder of cardiovascular system,134057,4041707,Gastric ulcer with hemorrhage but without obstruction,4041707,Gastric ulcer with haemorrhage but without obstruction
Disorder of cardiovascular system,134057,4029831,Bacterial infectious disease of heart,4029831,Bacterial infectious disease of heart (disorder)
Disorder of cardiovascular system,134057,4228448,Bradyarrhythmia,4228448,Bradyarrhythmia (disorder)
Disorder of cardiovascular system,134057,4116649,Bacterial endocarditis,4116649,BE - Bacterial endocarditis
Disorder of cardiovascular system,134057,4116649,Bacterial endocarditis,4116649,Bacterial endocarditis (disorder)
Disorder of cardiovascular system,134057,4175649,Thrombosis of the popliteal vein,4175649,Thrombosis of the popliteal vein (disorder)
Disorder of cardiovascular system,134057,4175649,Thrombosis of the popliteal vein,4175649,Deep venous thrombosis of the popliteal vein
Disorder of cardiovascular system,134057,43020873,Acute infective endocarditis,43020873,Acute infective endocarditis (disorder)
Disorder of cardiovascular system,134057,43020873,Acute infective endocarditis,43020873,Acute infectious endocarditis
Disorder of cardiovascular system,134057,196431,Hypersensitivity angiitis,196431,Maladie trisymptome
Disorder of cardiovascular system,134057,196431,Hypersensitivity angiitis,196431,Hypersensitivity vasculitis
Disorder of cardiovascular system,134057,196431,Hypersensitivity angiitis,196431,Leucocytoclastic vasculitis
Disorder of cardiovascular system,134057,196431,Hypersensitivity angiitis,196431,Leukocytoclastic vasculitis
Disorder of cardiovascular system,134057,196431,Hypersensitivity angiitis,196431,Leucocytoclastic angiitis
Disorder of cardiovascular system,134057,196431,Hypersensitivity angiitis,196431,Trisymptome
Disorder of cardiovascular system,134057,196431,Hypersensitivity angiitis,196431,Leukocytoclastic angiitis
Disorder of cardiovascular system,134057,196431,Hypersensitivity angiitis,196431,Hypersensitivity angiitis (disorder)
Disorder of cardiovascular system,134057,196431,Hypersensitivity angiitis,196431,Allergic vasculitis
Disorder of cardiovascular system,134057,4249899,Subacute bacterial endocarditis,4249899,Endocarditis lenta
Disorder of cardiovascular system,134057,4249899,Subacute bacterial endocarditis,4249899,Subacute bacterial endocarditis (disorder)
Disorder of cardiovascular system,134057,4249899,Subacute bacterial endocarditis,4249899,SBE
Disorder of cardiovascular system,134057,4249899,Subacute bacterial endocarditis,4249899,SBE - Subacute bacterial endocarditis
Disorder of cardiovascular system,134057,435646,Congenital anomaly of pulmonary artery,435646,Congenital anomaly of pulmonary artery (disorder)
Disorder of cardiovascular system,134057,435646,Congenital anomaly of pulmonary artery,435646,Pulmonary artery abnormality
Disorder of cardiovascular system,134057,435646,Congenital anomaly of pulmonary artery,435646,Pulmonary artery congenital abnormality
Disorder of cardiovascular system,134057,435646,Congenital anomaly of pulmonary artery,435646,PA - Pulmonary artery abnormality
Disorder of cardiovascular system,134057,4078214,Rheumatic heart valve stenosis,4078214,Rheumatic heart valve stenosis (disorder)
Disorder of cardiovascular system,134057,4250169,Bifascicular block,4250169,Bifascicular block (disorder)
Disorder of cardiovascular system,134057,4009624,Acute bacterial endocarditis,4009624,Acute bacterial endocarditis (disorder)
Disorder of cardiovascular system,134057,432933,Aneurysm of artery of lower extremity,432933,Aneurysm of lower limb artery
Disorder of cardiovascular system,134057,432933,Aneurysm of artery of lower extremity,432933,Aneurysm of artery of lower extremity (disorder)
Disorder of cardiovascular system,134057,321119,Coarctation of aorta,321119,Coarctation
Disorder of cardiovascular system,134057,321119,Coarctation of aorta,321119,Coarctation of aorta (disorder)
Disorder of cardiovascular system,134057,321119,Coarctation of aorta,321119,Aortic coarctation
Disorder of cardiovascular system,134057,315558,Atherosclerosis of arteries of the extremities,315558,Atherosclerosis of arteries of the extremities (disorder)
Disorder of cardiovascular system,134057,436136,Dissection of thoracic aorta,436136,Dissection of thoracic aorta (disorder)
Disorder of cardiovascular system,134057,196433,Aneurysm of iliac artery,196433,Aneurysm of iliac artery (disorder)
Disorder of cardiovascular system,134057,44782760,Acute thrombosis of superficial vein of upper extremity,44782760,Acute thrombosis of superficial vein of upper extremity (disorder)
Disorder of cardiovascular system,134057,4040820,Rheumatic disease of mitral AND aortic valves,4040820,Rheumatic disease of mitral AND aortic valves (disorder)
Disorder of cardiovascular system,134057,319054,Thrombophlebitis of upper extremities,319054,Thrombophlebitis of upper extremities (disorder)
Disorder of cardiovascular system,134057,4111565,Disorders of both aortic and tricuspid valves,4111565,Disorders of both aortic and tricuspid valves (disorder)
Disorder of cardiovascular system,134057,443522,Neonatal bradycardia,443522,Neonatal bradycardia (disorder)
Disorder of cardiovascular system,134057,4118910,Maternal hypertension,4118910,Maternal hypertension (disorder)
Disorder of cardiovascular system,134057,199064,Chronic vascular insufficiency of intestine,199064,Chronic mesenteric ischemia
Disorder of cardiovascular system,134057,199064,Chronic vascular insufficiency of intestine,199064,CMI - Chronic mesenteric ischaemia
Disorder of cardiovascular system,134057,199064,Chronic vascular insufficiency of intestine,199064,Chronic intestinal ischaemia
Disorder of cardiovascular system,134057,199064,Chronic vascular insufficiency of intestine,199064,Chronic intestinal ischemic syndrome
Disorder of cardiovascular system,134057,199064,Chronic vascular insufficiency of intestine,199064,Chronic intestinal vascular insufficiency
Disorder of cardiovascular system,134057,199064,Chronic vascular insufficiency of intestine,199064,Chronic vascular insufficiency of intestine (disorder)
Disorder of cardiovascular system,134057,199064,Chronic vascular insufficiency of intestine,199064,CMI - Chronic mesenteric ischemia
Disorder of cardiovascular system,134057,199064,Chronic vascular insufficiency of intestine,199064,Chronic mesenteric ischaemia
Disorder of cardiovascular system,134057,199064,Chronic vascular insufficiency of intestine,199064,Chronic intestinal ischaemic syndrome
Disorder of cardiovascular system,134057,199064,Chronic vascular insufficiency of intestine,199064,Chronic intestinal ischemia
Disorder of cardiovascular system,134057,438438,Acute myocardial infarction of anterolateral wall,438438,Acute anterolateral myocardial infarction
Disorder of cardiovascular system,134057,438438,Acute myocardial infarction of anterolateral wall,438438,Acute myocardial infarction of anterolateral wall (disorder)
Disorder of cardiovascular system,134057,4237202,Pulmonic valve regurgitation,4237202,Pulmonic regurgitation
Disorder of cardiovascular system,134057,4237202,Pulmonic valve regurgitation,4237202,PR - Pulmonary regurgitation
Disorder of cardiovascular system,134057,4237202,Pulmonic valve regurgitation,4237202,Pulmonary valve regurgitation
Disorder of cardiovascular system,134057,4237202,Pulmonic valve regurgitation,4237202,Pulmonic valve regurgitation (disorder)
Disorder of cardiovascular system,134057,4237202,Pulmonic valve regurgitation,4237202,Pulmonary valve incompetence
Disorder of cardiovascular system,134057,4237202,Pulmonic valve regurgitation,4237202,Pulmonic valve insufficiency
Disorder of cardiovascular system,134057,4237202,Pulmonic valve regurgitation,4237202,PVR - Pulmonary regurgitation
